iter  PlainSGD    NG-SGD    NG-SGD,2jobs
0     7.787       7.787     
1     1.929       2.651
2     1.797       1.9466
3     1.768       1.7154
4     1.647       1.6037
5     1.575       1.5405
6     1.528       1.5029
7     1.499       1.4808
8     1.482       1.4690
9     1.473       1.4469
10    1.469       1.4361
11    1.467       1.4312
12    1.467       1.4292
13    --          1.4285
14    --          1.4282
15    --          1.4281
